name,feature
鮮茶道 (台北松山高商店),None
雙醬咖哩 (松山饒河店),None
爭鮮迴轉壽司 (忠孝店),None
石家割包 (通化夜市店),None
偷吃面麵食店,None
圓環鴨肉羹,None
Lao Mo Chu Fang ( Tai Bei Sin Yi branch ),None
大狗麵線 (台北通化店),None
林家德國豬腳,None
不貽樣湯包 (台北延吉店),None
不貽樣湯包 (台北松德店),None
Boom chiu - hao shih cha wu,None
大埔平價鐵板燒 (台北長安店),None
燈籠滷味 (台北通化店),None
空杯 (內湖新明店),None
yi pin huo sia ( tai bei shih fu branch ),None
老店頭台南意麵,None
唐門潮雞排 (信義分舵),None
26鹹水雞 (南港同德店),None
登豐港式麻辣,None
通化粉圓冰品&一杯好茶,None
冰世界雪花冰,None
水巷茶弄 (南京三民店),None
順第水餃,None
chuan chi lu wei chien kang branch,None
享想 台灣珍藏茶 (台北民生總店),None
日船章魚小丸子 (台北饒河店),None
複合式碳烤,None
大呼過癮 (台北通化店),None
小林麵食館,None
wei ying chia hsiang tan kao chi pai ( tai pei chung te branch ),None
鄉淳布丁豆花,None
舒酮 (台北信義店),None
兄弟鹹酥雞 (台北吳興店),None
shou lu chao fan ( hsin i sung lung branch),None
30巷珍味果汁肉鬆店,None
雅口天香小吃店,None
八方雲集 (台北民生店),None
于果麻麻麻辣燙,None
台客麻辣燙 (台北南港店),None
開源社香雞排 (台北延吉店),None
阿龍師脆皮烤鴨放山雞,None
ai you bu tsuo chuan kao dian,None
吉野家 Yoshinoya (台北南二店),None
董記熱滷,None
百洲日式料理,None
東區鹽酥雞,None
四味海鮮羹,None
老漿家,None
摩斯漢堡Mos Burger (民生二店),None
萬華麻油雞 (大安臨江街店),None
好雞匯鹹水雞 (臨江通化店),None
生蠔哥海鮮燒烤,None
饕客法式脆薄餅,None
極燒骰子牛 (台北通化店),None
1001 Nights Taipei 一千零一夜 (水煙館),None
麻麵控,None
賣的麵 (台北延吉店),None
田木果,None
田木果,None
lao tsa mou lo ssu fen ( tai pei sogo branch ),None
lao tsa mou lo ssu fen ( tai pei sogo branch ),None
麻辣干鍋X雲饕廚房 (台北大安店),None
義麵食客,None
永和豆漿 (台北和平店),None
醉翁熱炒,None
山豬肉炒飯麵,None
清心福全 (忠孝SOGO店),None
大尾雞排 (台北南港店),None
芭樂先生 (台北饒河店),None
鍾記通化魷魚羹,None
通化街米粉湯 胡記大安旗艦店,None
羊驛生炒羊肉 (台北永吉店),None
鳳記轟炸雞無骨鹹酥雞 (台北通化店),None
柒息地串燒屋 (台北延吉店),None
巧手韓式蛋中蛋,None
唰嘴鹹水雞,None
火烤魚 (台北通化店),None
楊婆婆八寶粥,None
來塊披薩專門店,None
貝克起司馬鈴薯 (台北饒河店),None
茶霸,None
鼎王麻辣鍋 (台北忠孝店),None
威爾森龍蝦堡,None
歐買尬日式海鮮串燒 (台北市民本店),None
角窩美式餐酒館,None
潮.炒泡麵x雲饕廚房 (台北大安店),None
Yi Pin Huo Sia ( Tai Bei Shih Min Branch ),None
rao he ye shi fan ni zhu Funnypig hong bei,None
90 sec pizza 九十秒窯烤披薩,None
一品花雕雞,None
天品滷味坊傳統滷味 (延吉店),None
煲閣X雲饕廚房 (台北大安店),None
糖閣X雲饕廚房 (台北大安店),None
哞咖哩,None
石家炒泡麵,None
人从众厚切牛排 (台北復興店),None
川醉湘 (台北通化店),None
寶煲肉骨茶,None
hsiao mi tien tien chuan Donuts,None
ta tso nei lu wei,None
cha chiang mei shih cha chi,None
通化紅花紅桂香腸,None
ya hsiang pao,None
洪記豆漿大王 (台北長春店),None
富爸爸肉捲烤海鮮(大安臨江店),None
澳客炙燒牛排 (台北和平店),None
瘋茶館,None
台灣手作水果冰淇淋,None
zao ka jhao shih,None
新海岸活蝦 (Taipei Shi-Min Store),None
誠哥碳烤鹹酥雞 (台北大安店),None
來來鵝肉活海鮮,None
siao cha fang tong hua 01,None
tai Tai Mini,None
韓國時間,None
元湯X雲饕廚房 (台北大安店),None
一串（串燒、燒肉便當專賣）,None
tang tai zhong yang sheng dun pin tian tang (bu lao song xin yi branch ),None
dé PLACE,None
雞老闆桶仔雞 (台北長春店),None
帆船 異國手抓海鮮,None
Yi Pin Huo Sia ( Tai Bei Jhong SiaoBranch ),None
nuan nan zha ji dian,None
chia hou ku tsao wei ( tai pei lin chiang branch ),None
大俠冰淇淋鮮果汁,None
Fun rice fang fan (tai bei zhong shan branch ),None
老饕廚房 (台北復興店),None
老四川巴蜀麻辣燙 (台北長安店),None
sin chi tian lu wei ma la tang,None
Dong Chyu Ching Jhou Siao Tsai,None
he shao tan huo chuan kao,None
深夜紅茶。麵匠,None
黑房子 Black House,None
Siao Cha Fang Jhou,None
韓國大叔 (台北復興店),None
鮮果多juice,None
ping tou lu tou sha ( sung shan jao ho tien ),None
Nova Draft x ND實驗廚房,None
星月映辰鮮奶茶舖,None
拉CHA茶,None
陳記九龍城香港茶,None
彩虹殿-黑白木耳養生概念飲,None
奉茶,None
小鐵紅茶,None
